,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Safety Index
1117,KARNATAKA,TUMAKURU,2012,33,10,18,171,0,132,0,93.51333333333332
1118,KARNATAKA,UDUPI,2012,5,3,0,41,1,38,0,98.63333333333333
1119,KARNATAKA,UTTAR KANNADA,2012,7,10,1,97,8,78,0,96.85333333333332
1120,KARNATAKA,YADGIRI,2012,9,20,0,97,9,63,0,96.62666666666667
1121,KARNATAKA,TOTAL,2012,621,1070,218,2978,100,3684,32,-47.586666666666666
1122,KERALA,ALAPUZHA,2012,44,15,1,250,14,294,0,90.66000000000001
1123,KERALA,ERNAKULAM COMMR.,2012,28,5,0,108,16,127,0,95.52666666666667
1124,KERALA,ERNAKULAM RURAL,2012,59,9,0,162,25,216,0,92.38666666666667
1125,KERALA,IDUKKI,2012,53,10,2,189,10,219,0,92.17333333333332
1126,KERALA,KANNUR,2012,66,18,0,183,12,391,0,90.45333333333333
1127,KERALA,KASARGOD,2012,89,10,3,156,15,205,0,91.38666666666667
1128,KERALA,KOLLAM COMMR.,2012,46,18,4,171,41,336,0,91.34
1129,KERALA,KOLLAM RURAL,2012,49,14,1,270,20,326,0,89.79333333333332
1130,KERALA,KOTTAYAM,2012,55,17,1,265,55,255,0,89.58
1131,KERALA,KOZHIKODE COMMR.,2012,36,3,0,103,83,144,0,94.35333333333332
1132,KERALA,KOZHIKODE RURAL,2012,42,13,0,153,15,313,0,92.62666666666667
1133,KERALA,MALAPPURAM,2012,97,3,2,221,21,668,0,86.82000000000001
1134,KERALA,PALAKKAD,2012,68,9,5,146,11,401,0,91.13333333333333
1135,KERALA,PATHANAMTHITTA,2012,32,16,2,137,8,162,0,94.3
1136,KERALA,RAILWAYS,2012,0,1,0,46,12,0,0,98.89333333333333
1137,KERALA,THRISSUR COMMR.,2012,35,9,0,111,32,146,0,94.74000000000001
1138,KERALA,THRISSUR RURAL,2012,46,9,2,218,36,361,0,90.60666666666665
1139,KERALA,TRIVANDRUM COMMR.,2012,41,16,0,226,19,159,0,92.10000000000001
1140,KERALA,TRIVANDRUM RURAL,2012,97,10,8,541,38,398,0,81.60666666666668
1141,KERALA,WAYANADU,2012,36,9,1,79,15,95,0,95.87333333333333
1142,KERALA,TOTAL,2012,1019,214,32,3735,498,5216,0,-63.64666666666668
1143,MADHYA PRADESH,ALIRAJPUR,2012,22,12,0,31,1,2,0,98.15333333333334
1144,MADHYA PRADESH,ANUPPUR,2012,62,8,12,80,6,53,0,94.87333333333333
1145,MADHYA PRADESH,ASHOK NAGAR,2012,50,5,10,62,1,21,0,96.14000000000001
1146,MADHYA PRADESH,BALAGHAT,2012,78,7,6,113,11,63,0,93.66666666666667
1147,MADHYA PRADESH,BARWANI,2012,50,8,2,72,5,13,0,96.12666666666667
1148,MADHYA PRADESH,BETUL,2012,118,10,11,151,15,57,0,91.04666666666667
1149,MADHYA PRADESH,BHIND,2012,49,25,40,83,7,50,0,93.95333333333333
1150,MADHYA PRADESH,BHOPAL,2012,143,49,19,244,52,254,0,85.07333333333334
1151,MADHYA PRADESH,BHOPAL RAILWAY,2012,4,1,0,14,1,3,0,99.5
1152,MADHYA PRADESH,BURHANPUR,2012,23,5,2,42,22,47,0,97.43333333333334
1153,MADHYA PRADESH,CHHATARPUR,2012,62,39,26,172,0,68,0,91.72
1154,MADHYA PRADESH,CHHINDWARA,2012,122,19,18,202,41,108,0,88.70666666666666
1155,MADHYA PRADESH,DAMOH,2012,50,27,20,165,0,108,0,92.59333333333333
1156,MADHYA PRADESH,DATIA,2012,23,20,8,61,0,25,0,96.89333333333335
1157,MADHYA PRADESH,DEWAS,2012,70,29,19,146,31,130,0,91.59333333333333
1158,MADHYA PRADESH,DHAR,2012,81,45,39,173,16,69,0,90.12666666666667
1159,MADHYA PRADESH,DINDORI,2012,40,6,5,80,6,39,0,96.13333333333333
1160,MADHYA PRADESH,GUNA,2012,60,25,8,131,11,34,0,93.67333333333333
1161,MADHYA PRADESH,GWALIOR,2012,85,75,35,158,13,202,0,88.75333333333333
1162,MADHYA PRADESH,HARDA,2012,26,10,7,51,4,16,0,97.28
1163,MADHYA PRADESH,HOSHANGABAD,2012,69,27,12,129,21,57,0,92.88
1164,MADHYA PRADESH,INDORE,2012,173,42,24,405,114,448,0,78.55333333333333
1165,MADHYA PRADESH,INDORE RAILWAY,2012,3,3,0,3,1,0,0,99.72666666666667
1166,MADHYA PRADESH,JABALPUR,2012,127,45,33,253,43,219,0,85.52666666666667
1167,MADHYA PRADESH,JABALPUR RAILWAY,2012,3,0,0,13,1,0,0,99.60666666666667
1168,MADHYA PRADESH,JHABUA,2012,62,17,0,92,0,24,0,95.06666666666666
1169,MADHYA PRADESH,KATNI,2012,58,14,12,146,14,46,0,93.49333333333334
1170,MADHYA PRADESH,KHANDWA,2012,66,5,6,136,6,34,0,94.0
1171,MADHYA PRADESH,KHARGONE,2012,67,20,30,133,22,45,0,92.53333333333333
1172,MADHYA PRADESH,MANDLA,2012,75,8,3,94,12,40,0,94.38000000000001
1173,MADHYA PRADESH,MANDSAUR,2012,49,28,6,100,6,78,1,94.44666666666666
1174,MADHYA PRADESH,MORENA,2012,32,29,29,107,3,94,0,94.17333333333333
1175,MADHYA PRADESH,NARSINGHPUR,2012,71,14,16,158,31,79,0,92.15333333333334
1176,MADHYA PRADESH,NEEMUCH,2012,25,10,4,43,13,42,0,97.28666666666668
1177,MADHYA PRADESH,PANNA,2012,34,4,18,72,10,31,0,96.15333333333334
1178,MADHYA PRADESH,RAISEN,2012,92,16,22,158,0,72,0,91.52
1179,MADHYA PRADESH,RAJGARH,2012,90,47,6,181,25,50,0,90.66000000000001
1180,MADHYA PRADESH,RATLAM,2012,72,25,13,128,11,85,0,92.74666666666667
1181,MADHYA PRADESH,REWA,2012,92,35,39,115,7,101,0,91.02000000000001
1182,MADHYA PRADESH,SAGAR,2012,125,61,34,441,22,145,0,82.16
1183,MADHYA PRADESH,SATNA,2012,89,25,17,138,7,121,0,91.54666666666668
1184,MADHYA PRADESH,SEONI,2012,65,8,11,100,7,24,0,94.56666666666666
1185,MADHYA PRADESH,SHAHDOL,2012,81,27,13,133,7,141,0,91.91333333333333
1186,MADHYA PRADESH,SHAJAPUR,2012,67,17,7,102,15,42,0,94.11333333333333
1187,MADHYA PRADESH,SHEOPUR,2012,17,4,5,40,0,29,0,98.05333333333334
1188,MADHYA PRADESH,SHIVPURI,2012,104,22,9,148,19,67,0,91.29333333333334
1189,MADHYA PRADESH,SIDHI,2012,48,38,18,84,5,59,0,94.32666666666665
1190,MADHYA PRADESH,SIHORE,2012,69,14,10,100,13,47,1,94.0
1191,MADHYA PRADESH,SINGRAULI,2012,32,33,13,87,6,63,0,95.16666666666667
1192,MADHYA PRADESH,TIKAMGARH,2012,61,8,16,124,7,27,4,93.87333333333333
1193,MADHYA PRADESH,UJJAIN,2012,73,31,11,180,53,202,0,90.23333333333333
1194,MADHYA PRADESH,UMARIA,2012,22,2,0,68,7,17,0,97.5
1195,MADHYA PRADESH,VIDISHA,2012,94,23,19,213,23,97,0,89.78
1196,MADHYA PRADESH,TOTAL,2012,3425,1127,743,6655,774,3988,6,-262.1066666666667
1197,MAHARASHTRA,AHMEDNAGAR,2012,61,49,23,147,1,576,0,88.69333333333333
1198,MAHARASHTRA,AKOLA,2012,19,19,4,92,40,87,0,95.64666666666668
1199,MAHARASHTRA,AMRAVATI COMMR.,2012,20,16,1,53,14,74,0,97.0
1200,MAHARASHTRA,AMRAVATI RURAL,2012,64,17,3,154,42,139,0,92.32
1201,MAHARASHTRA,AURANGABAD COMMR.,2012,23,18,4,79,28,120,0,95.71333333333334
1202,MAHARASHTRA,AURANGABAD RURAL,2012,25,10,18,77,25,298,0,94.27333333333334
1203,MAHARASHTRA,BEED,2012,42,21,8,81,9,378,0,93.23333333333335
1204,MAHARASHTRA,BHANDARA,2012,26,8,3,36,33,59,0,97.09333333333333
1205,MAHARASHTRA,BULDHANA,2012,29,28,27,107,35,193,0,93.3
1206,MAHARASHTRA,CHANDRAPUR,2012,44,29,4,119,79,125,0,93.06666666666666
1207,MAHARASHTRA,DHULE,2012,30,14,4,39,2,207,0,96.10666666666667
1208,MAHARASHTRA,GADCHIROLI,2012,18,6,0,30,5,12,0,98.37333333333333
1209,MAHARASHTRA,GONDIA,2012,38,10,0,47,18,42,0,96.75333333333333
1210,MAHARASHTRA,HINGOLI,2012,13,5,6,33,3,88,0,97.86
1211,MAHARASHTRA,JALGAON,2012,45,39,1,134,51,409,0,91.03999999999999
1212,MAHARASHTRA,JALNA,2012,25,18,36,89,9,303,0,93.4
1213,MAHARASHTRA,KOLHAPUR,2012,48,22,17,66,32,148,0,94.19333333333334
1214,MAHARASHTRA,LATUR,2012,21,32,4,61,0,212,0,95.54
1215,MAHARASHTRA,MUMBAI COMMR.,2012,232,141,11,614,235,388,0,68.59333333333333
1216,MAHARASHTRA,MUMBAI RAILWAY,2012,1,5,1,21,3,0,0,99.33333333333334
1217,MAHARASHTRA,NAGPUR COMMR.,2012,57,39,6,84,53,166,0,92.98666666666665
1218,MAHARASHTRA,NAGPUR RAILWAY,2012,1,2,0,4,4,3,0,99.75333333333333
1219,MAHARASHTRA,NAGPUR RURAL,2012,29,15,7,82,20,76,0,95.79333333333332
1220,MAHARASHTRA,NANDED,2012,48,32,25,71,5,421,0,92.10000000000001
1221,MAHARASHTRA,NANDURBAR,2012,19,8,0,22,4,78,0,98.01333333333334
1222,MAHARASHTRA,NASIK COMMR.,2012,20,13,3,36,16,147,0,96.83999999999999
1223,MAHARASHTRA,NASIK RURAL,2012,46,20,17,98,26,319,0,92.62666666666667
1224,MAHARASHTRA,NAVI MUMBAI,2012,36,11,3,64,25,91,0,95.94666666666667
1225,MAHARASHTRA,OSMANABAD,2012,38,21,2,86,12,175,0,94.80666666666666
1226,MAHARASHTRA,PARBHANI,2012,28,13,3,68,9,242,0,95.34
1227,MAHARASHTRA,PUNE COMMR.,2012,85,77,9,120,85,215,0,89.28
1228,MAHARASHTRA,PUNE RAILWAY,2012,2,1,0,3,0,0,0,99.83333333333333
1229,MAHARASHTRA,PUNE RURAL,2012,92,51,12,128,59,221,0,89.74000000000001
1230,MAHARASHTRA,RAIGAD,2012,21,3,19,37,9,40,0,97.32
1231,MAHARASHTRA,RATNAGIRI,2012,11,3,2,31,17,38,0,98.31333333333333
1232,MAHARASHTRA,SANGLI,2012,33,23,8,57,15,64,0,96.03333333333333
1233,MAHARASHTRA,SATARA,2012,43,25,0,78,29,166,0,94.56
1234,MAHARASHTRA,SINDHUDURG,2012,9,5,0,20,17,11,0,98.80666666666667
1235,MAHARASHTRA,SOLAPUR COMMR.,2012,25,21,1,31,10,53,0,97.30000000000001
1236,MAHARASHTRA,SOLAPUR RURAL,2012,67,24,3,58,40,151,0,93.88
1237,MAHARASHTRA,THANE COMMR.,2012,107,77,4,203,28,330,0,86.89999999999999
1238,MAHARASHTRA,THANE RURAL,2012,63,37,6,155,32,111,0,92.02666666666667
1239,MAHARASHTRA,WARDHA,2012,40,25,0,93,30,59,0,95.07999999999998
1240,MAHARASHTRA,WASHIM,2012,31,27,6,84,19,133,0,95.02000000000001
1241,MAHARASHTRA,YAVATMAL,2012,64,60,18,143,66,247,0,89.85333333333332
1242,MAHARASHTRA,TOTAL,2012,1839,1140,329,3935,1294,7415,0,-160.31333333333333
1243,MANIPUR,BISHNUPUR,2012,11,7,0,3,0,4,0,99.28666666666666
1244,MANIPUR,CHANDEL,2012,0,1,0,1,0,0,0,99.95333333333333
1245,MANIPUR,CHURACHANDPUR,2012,1,1,0,1,0,1,0,99.90666666666667
1246,MANIPUR,CID,2012,0,0,0,0,0,0,0,100.0
1247,MANIPUR,IMPHAL EAST,2012,10,36,0,10,0,11,0,98.36666666666666
1248,MANIPUR,IMPHAL WEST,2012,18,47,0,21,0,9,0,97.54666666666667
1249,MANIPUR,SENAPATI,2012,2,3,0,1,0,0,0,99.82
1250,MANIPUR,TAMENGLONG,2012,1,1,0,0,0,0,0,99.93333333333334
1251,MANIPUR,THOUBAL,2012,20,37,0,12,1,17,0,97.84666666666666
1252,MANIPUR,UKHRUL,2012,0,0,0,0,0,1,0,99.99333333333333
1253,MANIPUR,TOTAL,2012,63,133,0,49,1,43,0,92.65333333333332
1254,MEGHALAYA,GARO HILLS EAST,2012,2,1,0,3,0,0,0,99.83333333333333
1255,MEGHALAYA,GARO HILLS SOUTH,2012,6,2,0,2,0,1,0,99.66
1256,MEGHALAYA,GARO HILLS WEST,2012,6,7,0,2,0,0,0,99.53333333333333
1257,MEGHALAYA,JAINTIA HILLS,2012,32,5,0,3,0,0,0,98.52666666666666
1258,MEGHALAYA,KHASI HILLS EAST,2012,58,5,1,21,0,13,0,97.00666666666666
1259,MEGHALAYA,KHASI HILLS WEST,2012,28,0,0,8,0,0,0,98.72
1260,MEGHALAYA,RI-BHOI,2012,32,4,0,4,0,2,0,98.52000000000001
1261,MEGHALAYA,TOTAL,2012,164,24,1,43,0,16,0,91.8
1262,MIZORAM,AIZAWL,2012,42,0,0,44,0,8,0,97.38666666666667
1263,MIZORAM,CHAMPHAI,2012,12,1,0,15,0,0,0,99.19333333333334
1264,MIZORAM,KOLASIB,2012,9,0,0,9,0,0,0,99.46
1265,MIZORAM,LAWNGTLAI,2012,7,1,0,0,0,0,0,99.69333333333333
1266,MIZORAM,LUNGLEI,2012,16,0,0,4,0,0,0,99.28
1267,MIZORAM,MAMIT,2012,10,0,0,3,0,0,0,99.54
1268,MIZORAM,SAIHA,2012,0,1,0,1,0,0,0,99.95333333333333
1269,MIZORAM,SERCHHIP,2012,7,0,0,9,0,0,0,99.54
1270,MIZORAM,TOTAL,2012,103,3,0,85,0,8,0,94.04666666666668
1271,NAGALAND,DIMAPUR,2012,9,5,0,9,0,0,0,99.32666666666665
1272,NAGALAND,KIPHIRE,2012,0,0,0,0,0,0,0,100.0
1273,NAGALAND,KOHIMA,2012,1,0,0,2,0,0,0,99.92000000000002
1274,NAGALAND,LONGLENG,2012,0,0,0,0,0,0,0,100.0
1275,NAGALAND,MOKOKCHUNG,2012,3,0,0,3,0,0,0,99.82
1276,NAGALAND,MON,2012,3,2,0,0,0,0,0,99.82666666666667
1277,NAGALAND,PEREN,2012,0,0,0,0,0,0,0,100.0
1278,NAGALAND,PHEK,2012,1,0,0,2,0,0,0,99.92000000000002
1279,NAGALAND,TUENSANG,2012,1,0,0,0,0,0,0,99.96000000000001
1280,NAGALAND,WOKHA,2012,2,0,0,0,0,0,0,99.92000000000002
1281,NAGALAND,ZUNHEBOTO,2012,1,3,0,0,0,0,0,99.88
1282,NAGALAND,TOTAL,2012,21,10,0,16,0,0,0,98.57333333333332
1283,ODISHA,ANGUL,2012,63,55,20,321,8,76,0,88.31333333333333
1284,ODISHA,BALASORE,2012,87,130,43,242,20,307,0,84.46666666666667
1285,ODISHA,BARAGARH,2012,35,30,3,154,14,96,0,93.79333333333334
1286,ODISHA,BERHAMPUR,2012,18,17,10,158,12,119,0,94.38000000000001
1287,ODISHA,BHADRAK,2012,54,66,20,93,12,155,0,92.36000000000001
1288,ODISHA,BOLANGIR,2012,51,36,7,238,15,40,0,91.53999999999999
1289,ODISHA,BOUDH,2012,10,8,0,79,6,24,0,97.56666666666666
1290,ODISHA,CUTTACK,2012,43,57,27,38,7,147,0,94.02666666666667
1291,ODISHA,DCP BBSR,2012,56,76,24,75,22,91,0,92.53333333333333
1292,ODISHA,DCP CTC,2012,28,43,14,30,2,134,0,95.74666666666667
1293,ODISHA,DEOGARH,2012,17,5,2,41,0,9,0,98.24
1294,ODISHA,DHENKANAL,2012,29,35,23,267,18,33,0,91.34
1295,ODISHA,GAJAPATI,2012,18,9,2,61,3,8,0,97.66
1296,ODISHA,GANJAM,2012,53,55,32,356,27,39,0,87.60666666666667
1297,ODISHA,JAGATSINGHPUR,2012,43,52,20,43,2,123,0,94.52
1298,ODISHA,JAJPUR,2012,49,56,51,83,4,162,0,92.05333333333334
1299,ODISHA,JHARSUGUDA,2012,21,6,2,41,11,50,0,97.63333333333334
1300,ODISHA,KALAHANDI,2012,65,41,8,120,14,96,0,92.81333333333333
1301,ODISHA,KANDHAMAL,2012,32,27,1,101,4,34,0,95.66666666666666
1302,ODISHA,KENDRAPARA,2012,38,65,48,7,4,43,0,94.66666666666667
1303,ODISHA,KEONJHAR,2012,102,70,28,231,24,181,0,86.97333333333333
1304,ODISHA,KHURDA,2012,27,46,16,338,2,178,0,89.18666666666667
1305,ODISHA,KORAPUT,2012,73,31,21,114,9,0,0,93.15333333333334
1306,ODISHA,MALKANGIR,2012,17,19,5,51,4,14,0,97.47999999999999
1307,ODISHA,MAYURBHANJ,2012,86,67,34,295,12,129,0,86.72
1308,ODISHA,NAYAGARH,2012,25,35,16,11,1,17,0,97.18666666666667
1309,ODISHA,NOWRANGPUR,2012,42,45,2,83,14,43,0,94.92000000000002
1310,ODISHA,NUAPADA,2012,18,17,1,62,6,13,0,97.38666666666667
1311,ODISHA,PURI,2012,42,51,26,33,3,161,0,94.32000000000001
1312,ODISHA,RAYAGADA,2012,41,40,4,111,9,29,0,94.62666666666667
1313,ODISHA,ROURKELA,2012,65,22,2,102,4,29,0,94.46
1314,ODISHA,SAMBALPUR,2012,57,26,0,62,4,32,0,95.52
1315,ODISHA,SONEPUR,2012,12,8,4,53,1,10,0,98.03333333333333
1316,ODISHA,SRP(CUTTACK),2012,0,0,0,11,1,0,0,99.76666666666667
1317,ODISHA,SRP(ROURKELA),2012,1,3,1,9,0,2,0,99.65333333333334
1318,ODISHA,SUNDARGARH,2012,40,15,8,73,5,14,0,96.11333333333333
1319,ODISHA,TOTAL,2012,1458,1364,525,4187,304,2638,0,-117.57333333333332
1320,PUNJAB,AMRITSAR RURAL,2012,18,30,8,12,0,49,0,97.64666666666668
1321,PUNJAB,BARNALA,2012,25,8,2,4,0,14,0,98.54666666666667
1322,PUNJAB,BATALA,2012,25,20,4,10,0,19,0,98.00666666666666
1323,PUNJAB,BHATINDA,2012,44,31,6,19,0,55,0,96.46666666666667
1324,PUNJAB,CP AMRITSAR,2012,27,45,5,14,0,105,0,96.57333333333334
1325,PUNJAB,CP JALANDHAR,2012,33,29,6,17,3,107,0,96.61333333333333
1326,PUNJAB,CP LUDHIANA,2012,69,99,10,30,14,135,0,92.57999999999998
1327,PUNJAB,FARIDKOT,2012,17,18,2,11,1,20,0,98.40666666666667
1328,PUNJAB,FATEHGARH SAHIB,2012,15,7,2,3,1,21,0,98.93333333333332
1329,PUNJAB,FAZILKA,2012,32,26,2,1,0,36,0,97.69999999999999
1330,PUNJAB,FEROZEPUR,2012,15,16,4,4,0,43,0,98.47333333333333
1331,PUNJAB,G.R.P.,2012,0,0,2,0,0,0,0,99.93333333333334
1332,PUNJAB,GURDASPUR,2012,14,34,10,11,0,45,0,97.68
1333,PUNJAB,HOSHIARPUR,2012,33,28,8,14,0,70,0,96.92
1334,PUNJAB,JALANDHAR RURAL,2012,29,33,3,34,3,53,0,96.78666666666666
1335,PUNJAB,KAPURTHALA,2012,16,34,3,8,0,46,0,97.88666666666666
1336,PUNJAB,KHANNA,2012,14,10,0,3,0,18,0,98.99333333333333
1337,PUNJAB,LUDHIANA RURAL,2012,11,21,4,5,1,23,0,98.6
1338,PUNJAB,MANSA,2012,22,10,3,9,0,23,0,98.42
1339,PUNJAB,MOGA,2012,23,10,3,14,0,25,0,98.26666666666667
1340,PUNJAB,MUKTSAR,2012,18,28,3,10,2,30,0,98.00666666666666
1341,PUNJAB,PATHANKOT,2012,13,11,7,2,0,25,0,98.74666666666667
1342,PUNJAB,PATIALA,2012,44,32,4,24,0,86,0,96.19999999999999
1343,PUNJAB,ROPAR,2012,22,18,0,13,3,15,0,98.24
1344,PUNJAB,SANGRUR,2012,34,31,7,24,3,40,0,96.79333333333334
1345,PUNJAB,SAS NAGAR,2012,23,33,7,31,0,127,0,96.5
1346,PUNJAB,SBS NAGAR,2012,21,13,0,3,0,25,0,98.58666666666666
1347,PUNJAB,TARN TARAN,2012,23,14,3,10,0,38,0,98.15333333333334
1348,PUNJAB,TOTAL,2012,680,689,118,340,31,1293,0,34.660000000000004
1349,RAJASTHAN,AJMER,2012,70,76,13,72,0,668,0,88.84666666666666
1350,RAJASTHAN,ALWAR,2012,129,154,47,135,0,655,0,82.10000000000001
1351,RAJASTHAN,BANSWARA,2012,56,87,4,49,3,237,0,92.70666666666668
1352,RAJASTHAN,BARAN,2012,69,84,7,185,2,313,0,88.95333333333333
1353,RAJASTHAN,BARMER,2012,21,35,20,59,0,237,0,94.80000000000001
1354,RAJASTHAN,BHARATPUR,2012,108,168,32,79,0,567,0,84.77333333333334
1355,RAJASTHAN,BHILWARA,2012,59,70,10,98,0,609,0,89.42
1356,RAJASTHAN,BIKANER,2012,67,35,16,31,0,546,0,91.59333333333333
1357,RAJASTHAN,BUNDI,2012,43,77,5,90,1,304,0,92.22
1358,RAJASTHAN,CHITTORGARH,2012,59,81,6,64,1,608,0,89.93333333333334
1359,RAJASTHAN,CHURU,2012,59,26,8,5,0,405,0,93.88
1360,RAJASTHAN,DAUSA,2012,14,75,19,9,0,181,0,95.42
1361,RAJASTHAN,DHOLPUR,2012,32,60,30,19,0,195,0,94.44
1362,RAJASTHAN,DUNGARPUR,2012,32,65,5,48,0,119,0,95.06666666666666
1363,RAJASTHAN,G.R.P.AJMER,2012,4,5,1,13,0,0,0,99.41333333333333
1364,RAJASTHAN,G.R.P.JODHPUR,2012,1,0,1,2,0,0,0,99.88666666666667
1365,RAJASTHAN,GANGANAGAR,2012,77,73,21,58,2,803,0,87.73333333333333
1366,RAJASTHAN,HANUMANGARH,2012,92,57,19,43,0,515,0,89.87333333333333
1367,RAJASTHAN,JAIPUR EAST,2012,41,55,10,24,0,201,0,94.74000000000001
1368,RAJASTHAN,JAIPUR NORTH,2012,37,54,13,29,0,265,0,94.3
1369,RAJASTHAN,JAIPUR RURAL,2012,39,86,11,46,0,281,0,92.98666666666665
1370,RAJASTHAN,JAIPUR SOUTH,2012,17,21,7,20,0,217,0,96.67999999999999
1371,RAJASTHAN,JAIPUR WEST,2012,38,60,0,18,0,257,0,94.80666666666666
1372,RAJASTHAN,JAISALMER,2012,12,5,11,20,0,22,0,98.47333333333333
1373,RAJASTHAN,JALORE,2012,13,39,15,40,0,138,0,96.22
1374,RAJASTHAN,JHALAWAR,2012,81,76,5,205,2,434,0,87.54666666666667
1375,RAJASTHAN,JHUNJHUNU,2012,45,55,17,44,0,347,0,92.97333333333333
1376,RAJASTHAN,JODHPUR EAST,2012,20,13,11,16,0,296,0,96.19333333333333
1377,RAJASTHAN,JODHPUR RURAL,2012,27,28,16,26,0,121,0,96.31333333333333
1378,RAJASTHAN,JODHPUR WEST,2012,20,23,5,27,0,5,0,97.84666666666666
1379,RAJASTHAN,KARAULI,2012,44,77,15,7,0,196,0,94.24
1380,RAJASTHAN,KOTA CITY,2012,45,62,5,73,0,428,0,92.06666666666666
1381,RAJASTHAN,KOTA RURAL,2012,42,44,6,105,2,200,0,93.48666666666666
1382,RAJASTHAN,NAGAUR,2012,53,106,11,66,0,416,0,90.59333333333333
1383,RAJASTHAN,PALI,2012,61,104,9,75,1,464,0,89.88
1384,RAJASTHAN,PRATAPGARH,2012,137,78,2,79,0,276,0,88.95333333333333
1385,RAJASTHAN,RAJSAMAND,2012,14,53,5,40,1,263,0,95.29333333333334
1386,RAJASTHAN,SAWAI MADHOPUR,2012,19,75,6,39,0,213,0,94.84
1387,RAJASTHAN,SIKAR,2012,55,62,18,22,0,322,0,92.96
1388,RAJASTHAN,SIROHI,2012,29,64,4,74,1,180,0,94.30666666666667
1389,RAJASTHAN,TONK,2012,19,66,3,24,2,309,0,94.81333333333333
1390,RAJASTHAN,UDAIPUR,2012,149,163,9,174,0,499,0,82.58666666666667
1391,RAJASTHAN,TOTAL,2012,2049,2697,478,2352,18,13312,0,-205.84
1392,SIKKIM,EAST,2012,13,6,1,7,0,2,0,99.13333333333334
1393,SIKKIM,NORTH,2012,0,0,0,0,0,0,0,100.0
1394,SIKKIM,SOUTH,2012,12,3,0,6,0,1,0,99.31333333333333
1395,SIKKIM,WEST,2012,9,1,0,6,0,1,0,99.48666666666666
1396,SIKKIM,TOTAL,2012,34,10,1,19,0,4,0,97.93333333333334
1397,TAMIL NADU,ARIYALUR,2012,11,39,1,53,0,13,0,97.34
1398,TAMIL NADU,CHENNAI,2012,94,65,12,90,141,237,0,88.84666666666666
1399,TAMIL NADU,RAILWAY CHENNAI,2012,0,2,0,5,0,2,0,99.83333333333333
1400,TAMIL NADU,COIMBATORE RURAL,2012,9,32,1,38,0,48,0,97.67333333333333
1401,TAMIL NADU,COIMBATORE URBAN,2012,20,12,0,17,2,112,0,97.76666666666668
1402,TAMIL NADU,CUDDALORE,2012,40,124,8,64,0,63,0,93.12666666666667
1403,TAMIL NADU,DHARMAPURI,2012,25,93,1,48,2,66,0,95.06
1404,TAMIL NADU,DINDIGUL,2012,16,97,4,34,0,111,0,95.22
1405,TAMIL NADU,ERODE,2012,8,23,1,42,0,26,0,98.02
1406,TAMIL NADU,KANCHIPURAM,2012,19,17,3,17,1,17,0,98.22
1407,TAMIL NADU,KANYAKUMARI,2012,12,33,4,11,0,100,0,97.62
1408,TAMIL NADU,KARUR,2012,4,48,1,25,2,11,0,97.92666666666668
1409,TAMIL NADU,KRISHNAGIRI,2012,14,41,1,51,1,33,0,97.06
1410,TAMIL NADU,MADURAI RURAL,2012,30,75,11,75,4,71,0,94.40666666666667
1411,TAMIL NADU,MADURAI URBAN,2012,11,51,3,28,8,62,0,97.02
1412,TAMIL NADU,NAGAPATTINAM,2012,10,40,1,34,36,10,0,97.27333333333334
1413,TAMIL NADU,NAMAKKAL,2012,12,44,1,39,15,8,0,97.28
1414,TAMIL NADU,NILGIRIS,2012,9,7,1,15,2,8,0,99.03999999999999
1415,TAMIL NADU,PERAMBALUR,2012,3,31,0,22,0,6,0,98.57333333333332
1416,TAMIL NADU,PUDUKOTTAI,2012,6,28,0,26,1,35,0,98.24666666666667
1417,TAMIL NADU,RAMNATHAPURAM,2012,9,35,3,15,3,18,0,98.14666666666668
1418,TAMIL NADU,SALEM RURAL,2012,36,75,1,87,0,35,0,94.55333333333334
1419,TAMIL NADU,SALEM URBAN,2012,15,18,3,12,14,21,0,98.25333333333333
1420,TAMIL NADU,SIVAGANGAI,2012,11,39,3,37,0,57,0,97.30000000000001
1421,TAMIL NADU,THANJAVUR,2012,14,43,1,76,0,28,0,96.55333333333333
1422,TAMIL NADU,THENI,2012,22,40,5,50,0,63,0,96.46666666666667
1423,TAMIL NADU,THIRUNELVELI RURAL,2012,44,43,3,58,0,266,0,94.06
1424,TAMIL NADU,THIRUNELVELI URBAN,2012,3,3,2,6,0,25,0,99.44666666666666
1425,TAMIL NADU,THIRUVALLUR,2012,18,12,5,8,1,19,0,98.49333333333334
1426,TAMIL NADU,THIRUVANNAMALAI,2012,21,52,1,8,0,37,0,97.33333333333333
1427,TAMIL NADU,THIRUVARUR,2012,11,33,1,6,0,16,0,98.42
1428,TAMIL NADU,THOOTHUKUDI,2012,26,35,1,1,0,50,0,97.63999999999999
1429,TAMIL NADU,TIRUPPUR,2012,8,38,7,52,0,76,0,96.88666666666666
1430,TAMIL NADU,RAILWAY TRICHY,2012,0,1,0,2,0,1,0,99.92666666666666
1431,TAMIL NADU,TRICHY RURAL,2012,14,23,3,33,0,24,0,97.90666666666667
1432,TAMIL NADU,TRICHY URBAN,2012,7,13,3,9,39,24,0,98.41333333333333
1433,TAMIL NADU,VELLORE,2012,24,68,8,38,0,61,0,95.79333333333332
